action_code;action_name;category;duration_min;cost
X659157.9;ΑΠΟΚΑΤΑΣΤΑΣΗ ΡΗΞΗΣ ΤΟΥ ΔΙΑΦΡΑΓΜΑΤΟΣ, ΘΩΡΑΚΟΣΚΟΠΙΚΗ ΠΡΟΣΠΕΛΑΣΗ, ΜΕ Η ΧΩΡΙΣ ΤΟΠΟΘΕΤΗΣΗ ΣΥΝΘΕΤΙΚΟΥ ΠΛΕΓΜΑΤΟΣ;Surgical;140;657.5
X660939;ΒΙΟΨΙΑ ΧΕΙΛΟΥΣ;Diagnostic;46;1283.25
X660959;ΕΚΤΟΜΗ ΕΡΥΘΡΟΥ ΧΕΙΛΟΥΣ (ΑΦΑΙΡΕΣΗ ΧΕΙΛΟΥΣ), ΜΕ ΠΡΟΑΓΩΓΗ ΒΛΕΝΝΟΓΟΝΟΥ;Surgical;206;374.79
X660979;ΕΚΤΟΜΗ ΧΕΙΛΟΥΣ, ΕΓΚΑΡΣΙΑ ΣΦΗΝΟΕΙΔΗΣ ΕΚΤΟΜΗ ΜΕ ΠΡΩΤΟΓΕΝΗ ΣΥΡΡΑΦΗ;Surgical;132;1796.88
X660999;"ΕΚΤΟΜΗ ΧΕΙΛΟΥΣ; ΕΚΤΟΜΗ-V ΜΕ ΠΡΩΤΟΓΕΝΗ ΑΜΕΣΗ ΓΡΑΜΜΙΚΗ ΣΥΡΡΑΦΗ";Surgical;220;1928.39
X661009;ΕΚΤΟΜΗ ΧΕΙΛΟΥΣ, ΠΛΗΡΕΣ ΠΑΧΟΣ, ΑΝΑΠΛΑΣΗ ΜΕ ΤΟΠΙΚΟ ΚΡΗΜΝΟ (Π.Χ., ΕΠΕΜΒΑΣΗ  ESTLANDER Ή ΕΛΙΚΟΕΙΔΗΣ);Surgical;77;275.51
X661013;ΕΚΤΟΜΗ ΤΟΥ ΧΕΙΛΟΥΣ, ΠΛΗΡΕΣ ΠΑΧΟΣ, ΑΝΑΠΛΑΣΗ ΜΕ ΚΡΗΜΝΟ ΧΕΙΛΟΥΣ (ΤΥΠΟΥ ABBE-ESTLANDER);Surgical;139;1250.93
X661019;ΕΚΤΟΜΗ ΧΕΙΛΟΥΣ, ΜΕΓΑΛΥΤΕΡΗ ΤΟΥ ΕΝΟΣ ΤΕΤΑΡΤΟΥ, ΧΩΡΙΣ ΑΠΟΚΑΤΑΣΤΑΣΗ;Surgical;102;1452.27
X661259;"ΑΠΟΚΑΤΑΣΤΑΣΗ ΧΕΙΛΟΥΣ, ΠΛΗΡΕΣ ΠΑΧΟΣ; ΕΡΥΘΡΟ ΧΕΙΛΟΣ ΜΟΝΟ";Surgical;120;258.4
X661263;"ΑΠΟΚΑΤΑΣΤΑΣΗ ΧΕΙΛΟΥΣ, ΠΛΗΡΕΣ ΠΑΧΟΣ; ΕΩΣ ΤΟ ΜΙΣΟ ΤΟΥ ΚΑΘΕΤΟΥ ΥΨΟΥΣ";Surgical;109;1862.38
X661267;"ΑΠΟΚΑΤΑΣΤΑΣΗ ΧΕΙΛΟΥΣ, ΠΛΗΡΕΣ ΠΑΧΟΣ; ΠΕΡΑΝ ΤΟΥ ΜΙΣΟΥ ΚΑΘΕΤΟΥ ΥΨΟΥΣ, Ή ΣΥΝΘΕΤΗ";Surgical;159;1021.25
X661359;ΠΛΑΣΤΙΚΗ ΑΠΟΚΑΤΑΣΤΑΣΗ ΧΕΙΛΕΟΣΧΙΣΤΙΑΣ/ΡΙΝΙΚΗΣ ΔΥΣΠΛΑΣΙΑΣ, ΠΡΩΤΟΓΕΝΗΣ, ΜΕΡΙΚΗ Ή ΠΛΗΡΗΣ, ΕΤΕΡΟΠΛΕΥΡΗ;Surgical;225;1591.71
X661361;"ΠΛΑΣΤΙΚΗ ΑΠΟΚΑΤΑΣΤΑΣΗ ΧΕΙΛΕΟΣΧΙΣΤΙΑΣ/ΡΙΝΙΚΗΣ ΔΥΣΠΛΑΣΙΑΣ; ΠΡΩΤΟΓΕΝΗΣ ΑΜΦΙΠΛΕΥΡΗ, ΔΙΑΔΙΚΑΣΙΑ ΕΝΟΣ ΣΤΑΔΙΟΥ";Surgical;214;468.47
X661363;"ΠΛΑΣΤΙΚΗ ΑΠΟΚΑΤΑΣΤΑΣΗ ΧΕΙΛΕΟΣΧΙΣΤΙΑΣ/ΡΙΝΙΚΗΣ ΔΥΣΠΛΑΣΙΑΣ; ΠΡΩΤΟΓΕΝΗΣ ΑΜΦΙΠΛΕΥΡΗ, ΕΝΑ ΑΠΟ ΔΥΟ ΣΤΑΔΙΑ";Surgical;232;1290.18
X661399;ΠΛΑΣΤΙΚΗ ΑΠΟΚΑΤΑΣΤΑΣΗ ΧΕΙΛΕΟΣΧΙΣΤΙΑΣ/ΡΙΝΙΚΗΣ ΔΥΣΠΛΑΣΙΑΣ, ΔΕΥΤΕΡΟΓΕΝΗΣ, ΜΕΣΩ ΑΝΑΔΗΜΙΟΥΡΓΙΑΣ ΤΟΥ  ΕΛΑΤΤΩΜΑΤΟΣ ΚΑΙ ΕΠΑΝΑΣΥΡΡΑΦΗΣ;Surgical;217;1652.62
X661481;"ΠΛΑΣΤΙΚΗ ΑΠΟΚΑΤΑΣΤΑΣΗ ΧΕΙΛΕΟΣΧΙΣΤΙΑΣ/ΡΙΝΙΚΗΣ ΔΥΣΠΛΑΣΙΑΣ; ΜΕ ΜΙΣΧΩΤΟ ΚΡΗΜΝΟ ΑΛΛΑΓΗΣ ΧΕΙΛΟΥΣ (ΤΥΠΟΥ ABBE-ESTLANDER), ΠΟΥ ΠΕΡΙΛΑΜΒΑΝΕΙ ΤΜΗΜΑΤΟΠΟΙΗΣΗ ΚΑΙ ΕΙΣΑΓΩΓΗ ΜΙΣΧΟΥ";Surgical;230;887.43
X661557;ΜΗ ΚΑΤΑΓΕΓΡΑΜΜΕΝΗ ΔΙΑΔΙΚΑΣΙΑ, ΧΕΙΛΗ;Surgical;154;1660.74
X661559;"ΠΑΡΟΧΕΤΕΥΣΗ ΑΠΟΣΤΗΜΑΤΟΣ, ΚΥΣΤΗΣ, ΑΙΜΑΤΩΜΑΤΟΣ, ΠΡΟΣΤΟΜΙΟ; ΑΠΛΗ";Therapeutic;64;1979.41
X661561;"ΠΑΡΟΧΕΤΕΥΣΗ ΑΠΟΣΤΗΜΑΤΟΣ, ΚΥΣΤΗΣ, ΑΙΜΑΤΩΜΑΤΟΣ, ΠΡΟΣΤΟΜΙΟ; ΣΥΝΘΕΤΗ";Therapeutic;147;231.98
X661567;"ΑΦΑΙΡΕΣΗ ΕΓΚΛΕΙΣΜΕΝΟΥ ΞΕΝΟΥ ΣΩΜΑΤΟΣ, ΠΡΟΣΤΟΜΙΟ; ΑΠΛΗ";Surgical;71;891.39
X661569;ΑΦΑΙΡΕΣΗ ΕΓΚΛΕΙΣΜΕΝΟΥ ΞΕΝΟΥ ΣΩΜΑΤΟΣ, ΠΡΟΣΤΟΜΙΟ, ΣΥΝΘΕΤΗ;Surgical;84;1909.14
X661571;ΔΙΑΤΟΜΗ ΧΕΙΛΙΚΟΥ ΧΑΛΙΝΟΥ (ΧΑΛΙΝΕΚΤΟΜΗ);Surgical;171;154.89
X661575;ΒΙΟΨΙΑ, ΠΡΟΣΤΟΜΙΟ;Diagnostic;36;1245.91
X661579;"ΕΚΤΟΜΗ ΒΛΑΒΗΣ ΒΛΕΝΝΟΓΟΝΟΥ ΚΑΙ ΥΠΟΒΛΕΝΝΟΓΟΝΙΟΥ, ΠΡΟΣΤΟΜΙΟ; ΧΩΡΙΣ ΑΠΟΚΑΤΑΣΤΑΣΗ";Surgical;153;1870.46
X661583;"ΕΚΤΟΜΗ ΒΛΑΒΗΣ ΒΛΕΝΝΟΓΟΝΟΥ ΚΑΙ ΥΠΟΒΛΕΝΝΟΓΟΝΙΟΥ, ΠΡΟΣΤΟΜΙΟ; ΜΕ ΑΠΛΗ ΑΠΟΚΑΤΑΣΤΑΣΗ";Surgical;141;1562.26
X661587;"ΕΚΤΟΜΗ ΒΛΑΒΗΣ ΒΛΕΝΝΟΓΟΝΟΥ ΚΑΙ ΥΠΟΒΛΕΝΝΟΓΟΝΙΟΥ, ΠΡΟΣΤΟΜΙΟ; ΜΕ ΣΥΝΘΕΤΗ ΑΠΟΚΑΤΑΣΤΑΣΗ";Surgical;89;478.98
X661591;"ΕΚΤΟΜΗ ΒΛΑΒΗΣ ΒΛΕΝΝΟΓΟΝΟΥ ΚΑΙ ΥΠΟΒΛΕΝΝΟΓΟΝΙΟΥ, ΠΡΟΣΤΟΜΙΟ; ΣΥΝΘΕΤΗ, ΜΕ ΕΚΤΟΜΗ ΤΟΥ ΥΠΟΚΕΙΜΕΝΟΥ ΜΥΟΣ";Surgical;183;394.75
X661595;ΕΚΤΟΜΗ ΒΛΕΝΝΟΓΟΝΟΥ ΠΡΟΣΤΟΜΙΟΥ ΩΣ ΜΟΣΧΕΥΜΑ-ΔΟΤΗ;Surgical;83;1177.4
X661597;ΕΚΤΟΜΗ ΤΟΥ ΧΑΛΙΝΟΥ, ΧΕΙΛΙΚΗ Ή ΠΑΡΕΙΑΚΗ (ΧΑΛΙΝΕΚΤΟΜΗ ΤΥΠΟΥ 1, 2 ΚΑΙ 3);Surgical;62;1322.62
X661599;ΚΑΤΑΣΤΡΟΦΗ ΒΛΑΒΗΣ Ή ΟΥΛΗΣ ΤΟΥ ΠΡΟΣΤΟΜΙΟΥ ΜΕ ΦΥΣΙΚΕΣ ΜΕΘΟΔΟΥΣ (Π.Χ., ΛΕΪΖΕΡ, ΘΕΡΜΙΚΗ, ΨΥΞΗ, ΧΗΜΙΚΗ);Surgical;190;245.97
X661619;"ΣΥΡΡΑΦΗ ΠΛΗΓΗΣ, ΠΡΟΣΤΟΜΙΟ; 2,5 ΕΚ. Ή ΛΙΓΟΤΕΡΟ";Surgical;165;1854.81
X661621;"ΣΥΡΡΑΦΗ ΠΛΗΓΗΣ, ΠΡΟΣΤΟΜΙΟ; ΠΕΡΑΝ ΤΩΝ 2,5 ΕΚ. Ή ΣΥΝΘΕΤΗ";Surgical;132;679.05
X661639;ΠΛΑΣΤΙΚΗ ΠΡΟΣΤΟΜΙΟΥ, ΠΡΟΣΘΙΑ;Surgical;87;371.35
X661643;ΠΛΑΣΤΙΚΗ ΠΡΟΣΤΟΜΙΟΥ, ΟΠΙΣΘΙΑ, ΕΤΕΡΟΠΛΕΥΡΗ;Surgical;80;1601.41
X661645;ΠΛΑΣΤΙΚΗ ΠΡΟΣΤΟΜΙΟΥ, ΟΠΙΣΘΙΑ, ΑΜΦΟΤΕΡΟΠΛΕΥΡΗ;Surgical;81;1665.68
X661647;ΠΛΑΣΤΙΚΗ ΠΡΟΣΤΟΜΙΟΥ, ΟΛΟΚΛΗΡΟ ΤΟ ΤΟΞΟ;Surgical;160;739.11
X661649;ΠΛΑΣΤΙΚΗ ΠΡΟΣΤΟΜΙΟΥ, ΣΥΝΘΕΤΗ (ΠΟΥ ΠΕΡΙΛΑΜΒΑΝΕΙ ΕΠΕΚΤΑΣΗ ΤΗΣ ΑΚΡΟΛΟΦΙΑΣ, ΜΥΪΚΗ ΑΝΑΤΟΠΟΘΕΤΗΣΗ);Surgical;178;1155.9
X661757;ΜΗ ΚΑΤΑΓΕΓΡΑΜΜΕΝΗ ΔΙΑΔΙΚΑΣΙΑ, ΠΡΟΣΤΟΜΙΟ;Surgical;67;1647.42
X661959;"ΕΝΔΟΣΤΟΜΑΤΙΚΗ ΕΝΤΟΜΗ ΚΑΙ ΠΑΡΟΧΕΤΕΥΣΗ ΑΠΟΣΤΗΜΑΤΟΣ, ΚΥΣΤΗΣ, Ή ΑΙΜΑΤΩΜΑΤΟΣ ΓΛΩΣΣΑΣ Ή ΕΔΑΦΟΥΣ ΤΟΥ ΣΤΟΜΑΤΟΣ; ΓΛΩΣΣΙΚΗ";Surgical;193;1598.13
X661969;"ΕΝΔΟΣΤΟΜΑΤΙΚΗ ΕΝΤΟΜΗ ΚΑΙ ΠΑΡΟΧΕΤΕΥΣΗ ΑΠΟΣΤΗΜΑΤΟΣ, ΚΥΣΤΗΣ, Ή ΑΙΜΑΤΩΜΑΤΟΣ ΓΛΩΣΣΑΣ Ή ΕΔΑΦΟΥΣ ΤΟΥ ΣΤΟΜΑΤΟΣ; ΥΠΟΓΛΩΣΣΙΑ, ΕΠΙΦΑΝΕΙΑΚΗ";Surgical;81;677.81
X661971;ΕΝΔΟΣΤΟΜΑΤΙΚΗ ΕΝΤΟΜΗ ΚΑΙ ΠΑΡΟΧΕΤΕΥΣΗ ΑΠΟΣΤΗΜΑΤΟΣ, ΚΥΣΤΗΣ,Ή ΑΙΜΑΤΩΜΑΤΟΣ ΓΛΩΣΣΑΣ Ή ΕΔΑΦΟΥΣ ΤΟΥ ΣΤΟΜΑΤΟΣ, ΥΠΟΓΛΩΣΣΙΑ, ΕΝ ΤΩ ΒΑΘΕΙ, ΥΠΕΡΜΥΛΟΫΟΕΙΔΗΣ;Surgical;208;559.43
X661973;ΕΝΔΟΣΤΟΜΑΤΙΚΗ ΕΝΤΟΜΗ ΚΑΙ ΠΑΡΟΧΕΤΕΥΣΗ ΑΠΟΣΤΗΜΑΤΟΣ, ΚΥΣΤΗΣ,Ή ΑΙΜΑΤΩΜΑΤΟΣ ΓΛΩΣΣΑΣ Ή  ΕΔΑΦΟΥΣ ΤΟΥ ΣΤΟΜΑΤΟΣ, ΥΠΟΓΕΝΕΙΑΚΟΣ ΧΩΡΟΣ;Surgical;226;632.8
X661975;ΕΝΔΟΣΤΟΜΑΤΙΚΗ ΕΝΤΟΜΗ ΚΑΙ ΠΑΡΟΧΕΤΕΥΣΗ ΑΠΟΣΤΗΜΑΤΟΣ, ΚΥΣΤΗΣ,Ή ΑΙΜΑΤΩΜΑΤΟΣ ΤΗΣ ΓΛΩΣΣΑΣ Ή ΕΔΑΦΟΥΣ ΤΟΥ ΣΤΟΜΑΤΟΣ, ΥΠΟΓΝΑΘΙΟΣ ΧΩΡΟΣ;Surgical;132;1863.77
X661977;"ΕΝΔΟΣΤΟΜΑΤΙΚΗ ΕΝΤΟΜΗ ΚΑΙ ΠΑΡΟΧΕΤΕΥΣΗ ΑΠΟΣΤΗΜΑΤΟΣ, ΚΥΣΤΗΣ, Ή ΑΙΜΑΤΩΜΑΤΟΣ ΤΗΣ ΓΛΩΣΣΑΣ Ή ΕΔΑΦΟΥΣ ΤΟΥ ΣΤΟΜΑΤΟΣ; ΜΑΣΗΤΗΡΙΟΣ ΧΩΡΟΣ";Surgical;154;1322.83
X661979;ΤΟΜΗ ΤΟΥ ΓΛΩΣΣΙΚΟΥ ΧΑΛΙΝΟΥ (ΧΑΛΙΝΟΤΟΜΗ);Surgical;155;1892.97
X661989;"ΕΞΩΣΤΟΜΑΤΙΚΗ ΕΝΤΟΜΗ ΚΑΙ ΠΑΡΟΧΕΤΕΥΣΗ ΑΠΟΣΤΗΜΑΤΟΣ, ΚΥΣΤΗΣ, Ή ΑΙΜΑΤΩΜΑΤΟΣ ΤΟΥ ΕΔΑΦΟΥΣ ΤΟΥ ΣΤΟΜΑΤΟΣ; ΥΠΟΓΛΩΣΣΙΑ";Surgical;212;1315.7
X661991;"ΕΞΩΣΤΟΜΑΤΙΚΗ ΕΝΤΟΜΗ ΚΑΙ ΠΑΡΟΧΕΤΕΥΣΗ ΑΠΟΣΤΗΜΑΤΟΣ, ΚΥΣΤΗΣ, Ή ΑΙΜΑΤΩΜΑΤΟΣ ΤΟΥ ΕΔΑΦΟΥΣ ΣΤΟΜΑΤΟΣ; ΥΠΟΓΕΝΕΙΔΙΑ";Surgical;184;1368.89
X661993;"ΕΞΩΣΤΟΜΑΤΙΚΗ ΕΝΤΟΜΗ ΚΑΙ ΠΑΡΟΧΕΤΕΥΣΗ ΑΠΟΣΤΗΜΑΤΟΣ, ΚΥΣΤΗΣ, Ή ΑΙΜΑΤΩΜΑΤΟΣ ΤΟΥ ΕΔΑΦΟΥΣ ΤΟΥ ΣΤΟΜΑΤΟΣ; ΥΠΟΓΝΑΘΙΑ";Surgical;202;1948.03
X661995;"ΕΞΩΣΤΟΜΑΤΙΚΗ ΕΝΤΟΜΗ ΚΑΙ ΠΑΡΟΧΕΤΕΥΣΗ ΑΠΟΣΤΗΜΑΤΟΣ, ΚΥΣΤΗΣ, Ή ΑΙΜΑΤΩΜΑΤΟΣ ΤΟΥ ΕΔΑΦΟΥΣ ΤΟΥ ΣΤΟΜΑΤΟΣ; ΜΑΣΗΤΗΡΙΟΣ ΧΩΡΟΣ";Surgical;212;1801.9
X661997;ΕΜΦΥΤΕΥΣΗ ΒΕΛΟΝΩΝ Η ΚΑΘΕΤΗΡΩΝ, Η ΑΛΛΩΝ ΣΥΣΚΕΥΩΝ ΣΤΟ ΚΕΦΑΛΙ Ή/ΚΑΙ ΣΤΗΝ ΠΕΡΙΟΧΗ ΤΗΣ ΚΕΦΑΛΗΣ ΚΑΙ ΤΡΑΧΗΛΟΥ (ΔΙΑΔΕΡΜΙΚΗ, ΔΙΑΣΤΟΜΑΤΙΚΗ, Ή ΔΙΑΡΙΝΙΚΗ) ΓΙΑ ΕΦΑΡΜΟΓΗ ΕΝΔΟΪΣΤΙΚΗΣ ΒΡΑΧΥΘΕΡΑΠΕΙΑΣ;Surgical;91;1492.74
X662159;"ΒΙΟΨΙΑ ΤΗΣ ΓΛΩΣΣΑΣ; ΠΡΟΣΘΙΑ ΔΥΟ ΤΡΙΤΑ";Diagnostic;38;791.91
X662169;"ΒΙΟΨΙΑ ΤΗΣ ΓΛΩΣΣΑΣ; ΟΠΙΣΘΙΟ ΕΝΑ ΤΡΙΤΟ";Diagnostic;57;633.35
X662175;ΒΙΟΨΙΑ ΤΟΥ ΕΔΑΦΟΥΣ ΤΟΥ ΣΤΟΜΑΤΟΣ;Diagnostic;30;983.4
X662179;ΕΚΤΟΜΗ ΒΛΑΒΗΣ ΤΗΣ ΓΛΩΣΣΑΣ ΧΩΡΙΣ ΣΥΡΡΑΦΗ;Surgical;153;1111.29
X662183;ΕΚΤΟΜΗ ΒΛΑΒΗΣ ΤΗΣ ΓΛΩΣΣΑΣ ΜΕ ΣΥΡΡΑΦΗ. ΠΡΟΣΘΙΑ ΔΥΟ ΤΡΙΤΑ;Surgical;178;1549.54
X662185;ΕΚΤΟΜΗ ΒΛΑΒΗΣ ΤΗΣ ΓΛΩΣΣΑΣ ΜΕ ΣΥΡΡΑΦΗ. ΟΠΙΣΘΙΟ ΈΝΑ ΤΡΙΤΟ;Surgical;227;405.68
X662187;ΕΚΤΟΜΗ ΒΛΑΒΗΣ ΤΗΣ ΓΛΩΣΣΑΣ ΜΕ ΣΥΡΡΑΦΗ. ΜΕ ΤΟΠΙΚΟ ΚΡΗΜΝΟ ΓΛΩΣΣΑΣ;Surgical;77;933.94
X662189;ΕΚΤΟΜΗ ΤΟΥ ΧΑΛΙΝΟΥ ΤΗΣ ΓΛΩΣΣΑΣ (ΧΑΛΙΝΕΚΤΟΜΗ);Surgical;209;974.11
X662191;ΕΚΤΟΜΗ, ΒΛΑΒΗ ΤΟΥ ΕΔΑΦΟΥΣ ΤΟΥ ΣΤΟΜΑΤΟΣ;Surgical;111;1051.31
X662199;ΓΛΩΣΣΕΚΤΟΜΗ, ΛΙΓΟΤΕΡΟ ΑΠΟ ΤΟ ΗΜΙΣΥ ΤΗΣ ΓΛΩΣΣΑΣ;Surgical;128;1907.5
X662219;"ΓΛΩΣΣΕΚΤΟΜΗ; ΗΜΙΓΛΩΣΣΕΚΤΟΜΗ";Surgical;126;1978.43
X662229;"ΓΛΩΣΣΕΚΤΟΜΗ; ΜΕΡΙΚΗ, ΜΕ ΕΤΕΡΟΠΛΕΥΡΟ ΡΙΖΙΚΟ ΛΕΜΦΑΔΕΝΙΚΟ ΚΑΘΑΡΙΣΜΟ ΤΡΑΧΗΛΟΥ";Surgical;77;1672.44
X662239;ΓΛΩΣΣΕΚΤΟΜΗ, ΠΛΗΡΗΣ Ή ΟΛΙΚΗ, ΜΕ Ή ΧΩΡΙΣ ΤΡΑΧΕΙΟΣΤΟΜΙΑ, ΧΩΡΙΣ ΡΙΖΙΚΟ ΛΕΜΦΑΔΕΝΙΚΟ ΚΑΘΑΡΙΣΜΟ ΤΡΑΧΗΛΟΥ;Surgical;122;1109.09
X662249;ΓΛΩΣΣΕΚΤΟΜΗ, ΠΛΗΡΗΣ Ή ΟΛΙΚΗ, ΜΕ Ή ΧΩΡΙΣ ΤΡΑΧΕΙΟΣΤΟΜΙΑ, ΜΕ ΕΤΕΡΟΠΛΕΥΡΟ ΡΙΖΙΚΟ ΛΕΜΦΑΔΕΝΙΚΟ ΚΑΘΑΡΙΣΜΟ ΤΡΑΧΗΛΟΥ;Surgical;106;775.64
X662259;ΓΛΩΣΣΕΚΤΟΜΗ, ΣΥΝΘΕΤΗ ΕΠΕΜΒΑΣΗ ΜΕ ΕΚΤΟΜΗ ΕΔΑΦΟΥΣ ΤΟΥ ΣΤΟΜΑΤΟΣ ΚΑΙ ΓΝΑΘΟΥ, ΧΩΡΙΣ ΡΙΖΙΚΟ ΛΕΜΦΑΔΕΝΙΚΟ ΚΑΘΑΡΙΣΜΟ ΤΡΑΧΗΛΟΥ;Surgical;224;223.93
X662265;ΓΛΩΣΣΕΚΤΟΜΗ, ΣΥΝΘΕΤΗ ΕΠΕΜΒΑΣΗ ΜΕ ΕΚΤΟΜΗ ΕΔΑΦΟΥΣ ΤΟΥ ΣΤΟΜΑΤΟΣ, ΜΕ ΥΠΕΡΥΟΕΙΔΗ ΛΕΜΦΑΔΕΝΙΚΟ ΚΑΘΑΡΙΣΜΟ ΤΡΑΧΗΛΟΥ;Surgical;82;284.81
X662269;"ΓΛΩΣΣΕΚΤΟΜΗ; ΣΥΝΘΕΤΗ ΕΠΕΜΒΑΣΗ ΜΕ ΕΚΤΟΜΗ ΕΔΑΦΟΥΣ ΣΤΟΜΑΤΟΣ ΚΑΙ ΓΝΑΘΟΥ, ΚΑΙ ΡΙΖΙΚΟ ΛΕΜΦΑΔΕΝΙΚΟ ΚΑΘΑΡΙΣΜΟ ΤΡΑΧΗΛΟΥ (ΤΥΠΟΣ COMMANDO)";Surgical;152;1329.29
X662459;ΑΠΟΚΑΤΑΣΤΑΣΗ ΠΛΗΓΗΣ 2,5 ΕΚ. Ή ΛΙΓΟΤΕΡΟ, ΕΔΑΦΟΣ ΣΤΟΜΑΤΟΣ ΚΑΙ/Ή ΠΡΟΣΘΙΑ ΔΥΟ ΤΡΙΤΑ ΤΗΣ ΓΛΩΣΣΑΣ;Surgical;209;1761.46
X662461;ΣΥΡΡΑΦΗ ΔΙΑΡΡΗΞΗΣ 2,5 ΕΚ. Ή ΛΙΓΟΤΕΡΟ, ΟΠΙΣΘΙΟ ΕΝΑ ΤΡΙΤΟ ΤΗΣ ΓΛΩΣΣΑΣ;Surgical;230;1125.99
X662463;ΣΥΡΡΑΦΗ ΔΙΑΡΡΗΞΗΣ  ΓΛΩΣΣΑΣ, ΕΔΑΦΟΥΣ ΤΟΥ ΣΤΟΜΑΤΟΣ, ΜΕΓΑΛΥΤΕΡΗ ΤΩΝ 2,6 ΕΚ. Ή ΣΥΝΘΕΤΗ;Surgical;198;1769.28
X662959;ΚΑΘΗΛΩΣΗ  ΓΛΩΣΣΑΣ, ΜΗΧΑΝΙΚΗ, ΜΕ ΑΛΛΗ ΔΙΑΔΙΚΑΣΙΑ ΕΚΤΟΣ ΤΗΣ ΣΥΡΡΑΦΗΣ (Π.Χ., ΜΕΤΑΛΛΙΚΟ ΣΥΡΜΑ ΤΟΥ KIRSCHNER);Surgical;222;1553.47
X662979;ΣΥΡΡΑΦΗ ΤΗΣ ΓΛΩΣΣΑΣ ΣΤΟ ΧΕΙΛΟΣ ΓΙΑ ΜΙΚΡΟΓΝΑΘΙΑ (ΕΠΕΜΒΑΣΗ ΤΥΠΟΥ DOUGLAS);Surgical;187;1073.39
X662983;ΑΝΑΡΤΗΣΗ ΤΗΣ ΒΑΣΗΣ ΤΗΣ ΓΛΩΣΣΑΣ, ΤΕΧΝΙΚΗ ΜΟΝΙΜΗΣ ΣΥΡΡΑΦΗΣ;Surgical;194;363.09
X662999;ΧΑΛΙΝΟΠΛΑΣΤΙΚΗ (ΧΕΙΡΟΥΡΓΙΚΗ ΑΠΟΚΑΤΑΣΤΑΣΗ ΤΟΥ ΧΑΛΙΝΟΥ, Π.Χ., ΜΕ ΠΛΑΣΤΙΚΗ ΤΥΠΟΥ Ζ);Surgical;173;846.57
X663019;ΥΠΟΒΛΕΝΝΟΓΟΝΙΑ ΑΠΟΚΟΛΛΗΣΗ ΤΗΣ ΒΑΣΗΣ ΤΗΣ ΓΛΩΣΣΑΣ, ΡΑΔΙΟΣΥΧΝΟΤΗΤΑ, ΜΙΑ Ή ΠΕΡΙΣΣΟΤΕΡΕΣ  ΘΕΣΕΙΣ, ΑΝΑ ΣΥΝΕΔΡΙΑ;Surgical;146;728.18
X663157;ΜΗ ΚΑΤΑΓΕΓΡΑΜΜΕΝΗ ΔΙΑΔΙΚΑΣΙΑ, ΓΛΩΣΣΑ, ΕΔΑΦΟΣ ΤΟΥ ΣΤΟΜΑΤΟΣ;Surgical;213;348.34
X663559;ΠΑΡΟΧΕΤΕΥΣΗ ΑΠΟΣΤΗΜΑΤΟΣ, ΚΥΣΤΗΣ, ΑΙΜΑΤΩΜΑΤΟΣ ΑΠΟ ΟΔΟΝΤΟΦΑΝΤΙΑΚΕΣ ΔΟΜΕΣ;Therapeutic;240;1536.4
X663569;ΑΦΑΙΡΕΣΗ ΕΓΚΛΕΙΣΜΕΝΟΥ ΞΕΝΟΥ ΣΩΜΑΤΟΣ ΑΠΟ ΟΔΟΝΤΟΦΑΤΝΙΑΚΕΣ ΔΟΜΕΣ, ΜΑΛΑΚΟΙ ΙΣΤΟΙ;Surgical;132;224.19
X663571;ΑΦΑΙΡΕΣΗ ΕΓΚΛΕΙΣΜΕΝΟΥ ΞΕΝΟΥ ΣΩΜΑΤΟΣ ΑΠΟ ΟΔΟΝΤΟΦΑΤΝΙΑΚΕΣ ΔΟΜΕΣ, ΟΥΛΕΚΤΟΜΗ;Surgical;196;1030.34
X663599;ΟΣΤΩΝ, ΕΚΤΟΜΗ ΟΥΛΩΝ, ΚΑΘΕ ΤΕΤΑΡΤΗΜΟΡΙΟ;Surgical;113;1813.86
X663601;ΕΠΙΠΩΜΑΤΕΚΤΟΜΗ, ΕΚΤΟΜΗ ΠΕΡΙΣΤΕΦΑΝΙΑΙΩΝ ΙΣΤΩΝ;Surgical;236;1071.73
X663603;ΕΚΤΟΜΗ ΙΝΩΔΩΝ ΟΓΚΩΜΑΤΩΝ, ΟΔΟΝΤΟΦΑΤΝΙΑΚΕΣ ΔΟΜΕΣ;Surgical;123;938.57
X663605;ΕΚΤΟΜΗ ΟΣΤΕΩΔΩΝ ΟΓΚΩΜΑΤΩΝ, ΟΔΟΝΤΟΦΑΤΝΙΑΚΕΣ ΔΟΜΕΣ;Surgical;148;700.23
X663609;ΕΚΤΟΜΗ ΒΛΑΒΗΣ Ή ΟΓΚΟΥ (ΕΚΤΟΣ ΤΩΝ ΚΑΤΑΓΕΓΡΑΜΜΕΝΩΝ ΑΝΩΘΕΝ), ΟΔΟΝΤΟΦΑΤΝΙΑΚΕΣ  ΔΟΜΕΣ, ΧΩΡΙΣ ΑΠΟΚΑΤΑΣΤΑΣΗ;Surgical;197;1966.47
