+-----------+-------------------+----------+---------------------------------------+---------------+-------------------+-------------+
| Year      | dep_name          | DRG_code | provider_name                         | Expected Cost | Additional Charge | Income      |
| 2025      | Surgery           | Δ24Μ     | All Providers                         |         16190 |              0.00 |    16190.00 |
| 2025      | Surgery           | Δ25Μ     | Interamerican                         |         11050 |           7366.67 |    18416.67 |
| 2025      | Surgery           | Δ25Μ     | All Providers                         |         11050 |           7366.67 |    18416.67 |
| 2025      | Surgery           | Ζ03Α     | Personal Insurance                    |         23120 |              0.00 |    23120.00 |
| 2025      | Surgery           | Ζ03Α     | All Providers                         |         23120 |              0.00 |    23120.00 |
| 2025      | Surgery           | Η05Μ     | Μινέττα Ασφαλιστική                   |         45330 |          12951.43 |    58281.43 |
| 2025      | Surgery           | Η05Μ     | All Providers                         |         45330 |          12951.43 |    58281.43 |
| 2025      | Surgery           | Η42Χ     | Hellas Direct                         |          7080 |           9440.00 |    16520.00 |
| 2025      | Surgery           | Η42Χ     | All Providers                         |          7080 |           9440.00 |    16520.00 |
| 2025      | Surgery           | Κ08Χ     | Interamerican                         |         55610 |              0.00 |    55610.00 |
| 2025      | Surgery           | Κ08Χ     | All Providers                         |         55610 |              0.00 |    55610.00 |
| 2025      | Surgery           | Κ12Μ     | Euroins                               |         54650 |              0.00 |    54650.00 |
| 2025      | Surgery           | Κ12Μ     | All Providers                         |         54650 |              0.00 |    54650.00 |
| 2025      | Surgery           | Κ18Χ     | Εθνική Ασφαλιστική                    |         11460 |          17190.00 |    28650.00 |
| 2025      | Surgery           | Κ18Χ     | All Providers                         |         11460 |          17190.00 |    28650.00 |
| 2025      | Surgery           | Κ32Χ     | Personal Insurance                    |         10890 |              0.00 |    10890.00 |
| 2025      | Surgery           | Κ32Χ     | All Providers                         |         10890 |              0.00 |    10890.00 |
| 2025      | Surgery           | Κ35Μ     | Hellas Direct                         |         15020 |           6437.14 |    21457.14 |
| 2025      | Surgery           | Κ35Μ     | All Providers                         |         15020 |           6437.14 |    21457.14 |
| 2025      | Surgery           | Κ45Χ     | Generali Hellas                       |          5210 |           5210.00 |    10420.00 |
| 2025      | Surgery           | Κ45Χ     | All Providers                         |          5210 |           5210.00 |    10420.00 |
| 2025      | Surgery           | Λ04Χ     | Anytime                               |          5710 |          11420.00 |    17130.00 |
| 2025      | Surgery           | Λ04Χ     | All Providers                         |          5710 |          11420.00 |    17130.00 |
| 2025      | Surgery           | Μ12Χ     | Intersalonika                         |         16650 |              0.00 |    16650.00 |
| 2025      | Surgery           | Μ12Χ     | All Providers                         |         16650 |              0.00 |    16650.00 |
| 2025      | Surgery           | Μ27Χ     | Interamerican                         |          9020 |          13530.00 |    22550.00 |
| 2025      | Surgery           | Μ27Χ     | All Providers                         |          9020 |          13530.00 |    22550.00 |
| 2025      | Surgery           | Ξ20Μ     | Anytime                               |         19450 |          11114.29 |    30564.29 |
| 2025      | Surgery           | Ξ20Μ     | All Providers                         |         19450 |          11114.29 |    30564.29 |
| 2025      | Surgery           | Π07Μ     | Euroins                               |         15500 |          12400.00 |    27900.00 |
| 2025      | Surgery           | Π07Μ     | All Providers                         |         15500 |          12400.00 |    27900.00 |
| 2025      | Surgery           | Π26Μ     | Eurolife FFH                          |         33380 |              0.00 |    33380.00 |
| 2025      | Surgery           | Π26Μ     | All Providers                         |         33380 |              0.00 |    33380.00 |
| 2025      | Surgery           | Σ21Χ     | Personal Insurance                    |         18860 |              0.00 |    18860.00 |
| 2025      | Surgery           | Σ21Χ     | All Providers                         |         18860 |              0.00 |    18860.00 |
| 2025      | Surgery           | Τ25Μβ    | Ergo Ασφαλιστική                      |         41450 |           4145.00 |    45595.00 |
| 2025      | Surgery           | Τ25Μβ    | All Providers                         |         41450 |           4145.00 |    45595.00 |
| 2025      | Surgery           | Υ20Α     | Prime Insurance                       |          7670 |           3835.00 |    11505.00 |
| 2025      | Surgery           | Υ20Α     | All Providers                         |          7670 |           3835.00 |    11505.00 |
| 2025      | Surgery           | Φ40Α     | Groupama Ασφαλιστική                  |         36490 |          20851.43 |    57341.43 |
| 2025      | Surgery           | Φ40Α     | All Providers                         |         36490 |          20851.43 |    57341.43 |
| 2025      | Surgery           | All DRGs | All Providers                         |        459790 |         135890.96 |   595680.96 |
| 2025      | Urology           | Α10Χ     | Ευρωπαϊκή Πίστη                       |         46270 |              0.00 |    46270.00 |
| 2025      | Urology           | Α10Χ     | All Providers                         |         46270 |              0.00 |    46270.00 |
| 2025      | Urology           | Α20Χ     | Ευρωπαϊκή Πίστη                       |         26380 |              0.00 |    26380.00 |
| 2025      | Urology           | Α20Χ     | All Providers                         |         26380 |              0.00 |    26380.00 |
| 2025      | Urology           | Α27Χ     | Personal Insurance                    |          3500 |           7000.00 |    10500.00 |
| 2025      | Urology           | Α27Χ     | All Providers                         |          3500 |           7000.00 |    10500.00 |
| 2025      | Urology           | Α29Μ     | Allianz Hellas                        |          8720 |           8720.00 |    17440.00 |
| 2025      | Urology           | Α29Μ     | All Providers                         |          8720 |           8720.00 |    17440.00 |
| 2025      | Urology           | Β20Χ     | Eurolife FFH                          |          4130 |           6195.00 |    10325.00 |
| 2025      | Urology           | Β20Χ     | All Providers                         |          4130 |           6195.00 |    10325.00 |
| 2025      | Urology           | Γ20Χ     | Ατλαντική Ένωση                       |          7550 |              0.00 |     7550.00 |
| 2025      | Urology           | Γ20Χ     | All Providers                         |          7550 |              0.00 |     7550.00 |
| 2025      | Urology           | Δ27Μ     | Ορίζων Ασφαλιστική                    |          7080 |              0.00 |     7080.00 |
| 2025      | Urology           | Δ27Μ     | All Providers                         |          7080 |              0.00 |     7080.00 |
| 2025      | Urology           | Ε09Γ     | Ατλαντική Ένωση                       |        107060 |              0.00 |   107060.00 |
| 2025      | Urology           | Ε09Γ     | All Providers                         |        107060 |              0.00 |   107060.00 |
| 2025      | Urology           | Η41Χ     | Hellas Direct                         |          8720 |           2180.00 |    10900.00 |
| 2025      | Urology           | Η41Χ     | All Providers                         |          8720 |           2180.00 |    10900.00 |
| 2025      | Urology           | Κ09Μα    | Eurolife FFH                          |         64130 |              0.00 |    64130.00 |
| 2025      | Urology           | Κ09Μα    | All Providers                         |         64130 |              0.00 |    64130.00 |
| 2025      | Urology           | Κ22Α     | Eurolife FFH                          |         77530 |              0.00 |    77530.00 |
| 2025      | Urology           | Κ22Α     | All Providers                         |         77530 |              0.00 |    77530.00 |
| 2025      | Urology           | Μ01Μ     | Hellas Direct                         |        140200 |           5608.00 |   145808.00 |
| 2025      | Urology           | Μ01Μ     | All Providers                         |        140200 |           5608.00 |   145808.00 |
| 2025      | Urology           | Μ04Μ     | Personal Insurance                    |         70420 |          31297.78 |   101717.78 |
| 2025      | Urology           | Μ04Μ     | All Providers                         |         70420 |          31297.78 |   101717.78 |
| 2025      | Urology           | Μ79Χ     | Ευρωπαϊκή Πίστη                       |         13700 |              0.00 |    13700.00 |
| 2025      | Urology           | Μ79Χ     | All Providers                         |         13700 |              0.00 |    13700.00 |
| 2025      | Urology           | Ν04Χ     | Generali Hellas                       |         24700 |           6175.00 |    30875.00 |
| 2025      | Urology           | Ν04Χ     | All Providers                         |         24700 |           6175.00 |    30875.00 |
| 2025      | Urology           | Ν06Χ     | Ergo Ασφαλιστική                      |          9690 |          14535.00 |    24225.00 |
| 2025      | Urology           | Ν06Χ     | All Providers                         |          9690 |          14535.00 |    24225.00 |
| 2025      | Urology           | Ν27Μβ    | Hellas Direct                         |         13070 |              0.00 |    13070.00 |
| 2025      | Urology           | Ν27Μβ    | All Providers                         |         13070 |              0.00 |    13070.00 |
| 2025      | Urology           | Σ21Μ     | Μινέττα Ασφαλιστική                   |         37820 |              0.00 |    37820.00 |
| 2025      | Urology           | Σ21Μ     | All Providers                         |         37820 |              0.00 |    37820.00 |
| 2025      | Urology           | Υ09Χα    | Generali Hellas                       |         19190 |          19190.00 |    38380.00 |
| 2025      | Urology           | Υ09Χα    | All Providers                         |         19190 |          19190.00 |    38380.00 |
| 2025      | Urology           | All DRGs | All Providers                         |        689860 |         100900.78 |   790760.78 |
| 2025      | All Departments   | All DRGs | All Providers                         |       9512460 |        2635694.43 | 12148154.43 |
| 2026      | Cardiology        | Α34Μβ    | Intersalonika                         |         13930 |              0.00 |    13930.00 |
| 2026      | Cardiology        | Α34Μβ    | All Providers                         |         13930 |              0.00 |    13930.00 |
| 2026      | Cardiology        | Ε08Χ     | Personal Insurance                    |         36830 |              0.00 |    36830.00 |
| 2026      | Cardiology        | Ε08Χ     | All Providers                         |         36830 |              0.00 |    36830.00 |
| 2026      | Cardiology        | Θ04Μ     | Intersalonika                         |         43780 |          10945.00 |    54725.00 |
| 2026      | Cardiology        | Θ04Μ     | All Providers                         |         43780 |          10945.00 |    54725.00 |
| 2026      | Cardiology        | Θ04Χ     | Euroins                               |         28480 |              0.00 |    28480.00 |
| 2026      | Cardiology        | Θ04Χ     | All Providers                         |         28480 |              0.00 |    28480.00 |
| 2026      | Cardiology        | Λ02Χ     | Interamerican                         |         11750 |          15666.67 |    27416.67 |
| 2026      | Cardiology        | Λ02Χ     | All Providers                         |         11750 |          15666.67 |    27416.67 |
| 2026      | Cardiology        | Μ77Χ     | Anytime                               |         10580 |              0.00 |    10580.00 |
| 2026      | Cardiology        | Μ77Χ     | All Providers                         |         10580 |              0.00 |    10580.00 |
| 2026      | Cardiology        | Ο13Α     | Allianz Hellas                        |          3360 |           3360.00 |     6720.00 |
| 2026      | Cardiology        | Ο13Α     | All Providers                         |          3360 |           3360.00 |     6720.00 |
| 2026      | Cardiology        | Π05Χ     | Μινέττα Ασφαλιστική                   |         13790 |              0.00 |    13790.00 |
| 2026      | Cardiology        | Π05Χ     | All Providers                         |         13790 |              0.00 |    13790.00 |
| 2026      | Cardiology        | All DRGs | All Providers                         |        162500 |          29971.67 |   192471.67 |
| 2026      | Emergency         | Α22Μβ    | Eurolife FFH                          |         11440 |              0.00 |    11440.00 |
| 2026      | Emergency         | Α22Μβ    | All Providers                         |         11440 |              0.00 |    11440.00 |
| 2026      | Emergency         | Β02Χ     | Eurolife FFH                          |         10070 |          13426.67 |    23496.67 |
| 2026      | Emergency         | Β02Χ     | All Providers                         |         10070 |          13426.67 |    23496.67 |
| 2026      | Emergency         | Ε06Χγ    | Interamerican                         |         82610 |          22029.33 |   104639.33 |
| 2026      | Emergency         | Ε06Χγ    | All Providers                         |         82610 |          22029.33 |   104639.33 |
| 2026      | Emergency         | Ε08Μ     | Hellas Direct                         |        100170 |              0.00 |   100170.00 |
| 2026      | Emergency         | Ε08Μ     | All Providers                         |        100170 |              0.00 |   100170.00 |
| 2026      | Emergency         | Η08Χ     | AIG Hellas                            |         12730 |          25460.00 |    38190.00 |
| 2026      | Emergency         | Η08Χ     | All Providers                         |         12730 |          25460.00 |    38190.00 |
| 2026      | Emergency         | Κ40Χ     | Personal Insurance                    |          7940 |           7940.00 |    15880.00 |
| 2026      | Emergency         | Κ40Χ     | All Providers                         |          7940 |           7940.00 |    15880.00 |
| 2026      | Emergency         | Μ25Χ     | Ευρωπαϊκή Πίστη                       |         12600 |              0.00 |    12600.00 |
| 2026      | Emergency         | Μ25Χ     | All Providers                         |         12600 |              0.00 |    12600.00 |
| 2026      | Emergency         | Σ04Μ     | Ευρωπαϊκή Πίστη                       |         16940 |              0.00 |    16940.00 |
| 2026      | Emergency         | Σ04Μ     | All Providers                         |         16940 |              0.00 |    16940.00 |
| 2026      | Emergency         | Σ20Χ     | NN Hellas                             |          9880 |           6586.67 |    16466.67 |
| 2026      | Emergency         | Σ20Χ     | All Providers                         |          9880 |           6586.67 |    16466.67 |
| 2026      | Emergency         | Χ43Α     | Interamerican                         |         25680 |              0.00 |    25680.00 |
| 2026      | Emergency         | Χ43Α     | All Providers                         |         25680 |              0.00 |    25680.00 |
| 2026      | Emergency         | All DRGs | All Providers                         |        290060 |          75442.67 |   365502.67 |
| 2026      | Gastroenterology  | Α25Μ     | Groupama Ασφαλιστική                  |         17660 |              0.00 |    17660.00 |
| 2026      | Gastroenterology  | Α25Μ     | All Providers                         |         17660 |              0.00 |    17660.00 |
| 2026      | Gastroenterology  | Α30Χ     | Ευρωπαϊκή Πίστη                       |          6070 |          12140.00 |    18210.00 |
| 2026      | Gastroenterology  | Α30Χ     | All Providers                         |          6070 |          12140.00 |    18210.00 |
| 2026      | Gastroenterology  | Β02Χ     | Ergo Ασφαλιστική                      |         10070 |          13426.67 |    23496.67 |
| 2026      | Gastroenterology  | Β02Χ     | All Providers                         |         10070 |          13426.67 |    23496.67 |
| 2026      | Gastroenterology  | Δ12Μ     | Hellas Direct                         |         48710 |              0.00 |    48710.00 |
| 2026      | Gastroenterology  | Δ12Μ     | All Providers                         |         48710 |              0.00 |    48710.00 |
| 2026      | Gastroenterology  | Κ17Μ     | Εθνική Ασφαλιστική                    |         28920 |              0.00 |    28920.00 |
| 2026      | Gastroenterology  | Κ17Μ     | All Providers                         |         28920 |              0.00 |    28920.00 |
| 2026      | Gastroenterology  | Κ20Α     | Eurolife FFH                          |          7600 |          30400.00 |    38000.00 |
| 2026      | Gastroenterology  | Κ20Α     | All Providers                         |          7600 |          30400.00 |    38000.00 |
| 2026      | Gastroenterology  | Κ41Μ     | Εθνική Ασφαλιστική                    |         48010 |              0.00 |    48010.00 |
| 2026      | Gastroenterology  | Κ41Μ     | All Providers                         |         48010 |              0.00 |    48010.00 |
| 2026      | Gastroenterology  | Μ16Α     | Euroins                               |         15880 |          23820.00 |    39700.00 |
| 2026      | Gastroenterology  | Μ16Α     | All Providers                         |         15880 |          23820.00 |    39700.00 |
| 2026      | Gastroenterology  | Ο05Α     | Ατλαντική Ένωση                       |          8960 |          35840.00 |    44800.00 |
| 2026      | Gastroenterology  | Ο05Α     | All Providers                         |          8960 |          35840.00 |    44800.00 |
| 2026      | Gastroenterology  | Σ21Α     | Ατλαντική Ένωση                       |          2940 |           5880.00 |     8820.00 |
| 2026      | Gastroenterology  | Σ21Α     | All Providers                         |          2940 |           5880.00 |     8820.00 |
| 2026      | Gastroenterology  | Ω03Α     | NN Hellas                             |         12810 |          19215.00 |    32025.00 |
| 2026      | Gastroenterology  | Ω03Α     | All Providers                         |         12810 |          19215.00 |    32025.00 |
| 2026      | Gastroenterology  | All DRGs | All Providers                         |        207630 |         140721.67 |   348351.67 |
| 2026      | Gynecology        | Α02Μα    | Groupama Ασφαλιστική                  |         39220 |           2451.25 |    41671.25 |
| 2026      | Gynecology        | Α02Μα    | All Providers                         |         39220 |           2451.25 |    41671.25 |
| 2026      | Gynecology        | Β21Α     | Interamerican                         |          4590 |           2295.00 |     6885.00 |
| 2026      | Gynecology        | Β21Α     | All Providers                         |          4590 |           2295.00 |     6885.00 |
| 2026      | Gynecology        | Δ01Χ     | Anytime                               |         64520 |              0.00 |    64520.00 |
| 2026      | Gynecology        | Δ01Χ     | All Providers                         |         64520 |              0.00 |    64520.00 |
| 2026      | Gynecology        | Δ12Χβ    | NN Hellas                             |         17740 |              0.00 |    17740.00 |
| 2026      | Gynecology        | Δ12Χβ    | All Providers                         |         17740 |              0.00 |    17740.00 |
| 2026      | Gynecology        | Ε11Χ     | Eurolife FFH                          |         53020 |          35346.67 |    88366.67 |
| 2026      | Gynecology        | Ε11Χ     | All Providers                         |         53020 |          35346.67 |    88366.67 |
| 2026      | Gynecology        | Η01Μ     | Ευρωπαϊκή Πίστη                       |         79160 |              0.00 |    79160.00 |
| 2026      | Gynecology        | Η01Μ     | All Providers                         |         79160 |              0.00 |    79160.00 |
| 2026      | Gynecology        | Η42Χ     | Prime Insurance                       |          7080 |           4720.00 |    11800.00 |
| 2026      | Gynecology        | Η42Χ     | All Providers                         |          7080 |           4720.00 |    11800.00 |
| 2026      | Gynecology        | Κ31Χ     | Groupama Ασφαλιστική                  |         11830 |           8872.50 |    20702.50 |
| 2026      | Gynecology        | Κ31Χ     | All Providers                         |         11830 |           8872.50 |    20702.50 |
| 2026      | Gynecology        | Κ41Μ     | Groupama Ασφαλιστική                  |         48010 |              0.00 |    48010.00 |
| 2026      | Gynecology        | Κ41Μ     | All Providers                         |         48010 |              0.00 |    48010.00 |
| 2026      | Gynecology        | Μ12Μα    | Personal Insurance                    |         54780 |              0.00 |    54780.00 |
| 2026      | Gynecology        | Μ12Μα    | All Providers                         |         54780 |              0.00 |    54780.00 |
| 2026      | Gynecology        | Μ27Μ     | Μινέττα Ασφαλιστική                   |         21790 |           9684.44 |    31474.44 |
| 2026      | Gynecology        | Μ27Μ     | All Providers                         |         21790 |           9684.44 |    31474.44 |
| 2026      | Gynecology        | Ν23Α     | Interamerican                         |         21090 |              0.00 |    21090.00 |
| 2026      | Gynecology        | Ν23Α     | All Providers                         |         21090 |              0.00 |    21090.00 |
| 2026      | Gynecology        | Ν37Α     | Groupama Ασφαλιστική                  |          3350 |              0.00 |     3350.00 |
| 2026      | Gynecology        | Ν37Α     | All Providers                         |          3350 |              0.00 |     3350.00 |
| 2026      | Gynecology        | Ο17Α     | Εθνική Ασφαλιστική                    |         24230 |              0.00 |    24230.00 |
| 2026      | Gynecology        | Ο17Α     | All Providers                         |         24230 |              0.00 |    24230.00 |
| 2026      | Gynecology        | Π40Χ     | Personal Insurance                    |          6770 |              0.00 |     6770.00 |
| 2026      | Gynecology        | Π40Χ     | All Providers                         |          6770 |              0.00 |     6770.00 |
| 2026      | Gynecology        | Ρ20Χ     | Groupama Ασφαλιστική                  |         12610 |              0.00 |    12610.00 |
| 2026      | Gynecology        | Ρ20Χ     | All Providers                         |         12610 |              0.00 |    12610.00 |
| 2026      | Gynecology        | Τ27Μβ    | Μινέττα Ασφαλιστική                   |         12940 |           1848.57 |    14788.57 |
| 2026      | Gynecology        | Τ27Μβ    | All Providers                         |         12940 |           1848.57 |    14788.57 |
| 2026      | Gynecology        | Φ25Μ     | Allianz Hellas                        |         12560 |           3140.00 |    15700.00 |
| 2026      | Gynecology        | Φ25Μ     | All Providers                         |         12560 |           3140.00 |    15700.00 |
| 2026      | Gynecology        | Φ26Χ     | Interamerican                         |          8280 |              0.00 |     8280.00 |
| 2026      | Gynecology        | Φ26Χ     | All Providers                         |          8280 |              0.00 |     8280.00 |
| 2026      | Gynecology        | Φ64Μ     | AIG Hellas                            |         11590 |           4636.00 |    16226.00 |
| 2026      | Gynecology        | Φ64Μ     | All Providers                         |         11590 |           4636.00 |    16226.00 |
| 2026      | Gynecology        | All DRGs | All Providers                         |        515160 |          72994.43 |   588154.43 |
| 2026      | ICU               | Α20Μ     | Ατλαντική Ένωση                       |         36960 |              0.00 |    36960.00 |
| 2026      | ICU               | Α20Μ     | All Providers                         |         36960 |              0.00 |    36960.00 |
| 2026      | ICU               | Α24Χ     | Εθνική Ασφαλιστική                    |          9490 |              0.00 |     9490.00 |
| 2026      | ICU               | Α24Χ     | All Providers                         |          9490 |              0.00 |     9490.00 |
| 2026      | ICU               | Δ29Μ     | NN Hellas                             |         21710 |              0.00 |    21710.00 |
| 2026      | ICU               | Δ29Μ     | All Providers                         |         21710 |              0.00 |    21710.00 |
| 2026      | ICU               | Ε08Χ     | Hellas Direct                         |         36830 |              0.00 |    36830.00 |
| 2026      | ICU               | Ε08Χ     | All Providers                         |         36830 |              0.00 |    36830.00 |
| 2026      | ICU               | Κ22Α     | Ergo Ασφαλιστική                      |         77530 |              0.00 |    77530.00 |
| 2026      | ICU               | Κ22Α     | All Providers                         |         77530 |              0.00 |    77530.00 |
| 2026      | ICU               | Κ41Χ     | Ευρωπαϊκή Πίστη                       |         23970 |           1997.50 |    25967.50 |
| 2026      | ICU               | Κ41Χ     | All Providers                         |         23970 |           1997.50 |    25967.50 |
| 2026      | ICU               | Κ42Μ     | Prime Insurance                       |         20540 |              0.00 |    20540.00 |
| 2026      | ICU               | Κ42Μ     | All Providers                         |         20540 |              0.00 |    20540.00 |
| 2026      | ICU               | Μ07Α     | Interamerican                         |         52350 |              0.00 |    52350.00 |
| 2026      | ICU               | Μ07Α     | All Providers                         |         52350 |              0.00 |    52350.00 |
| 2026      | ICU               | Μ71Χ     | Groupama Ασφαλιστική                  |          4050 |           6075.00 |    10125.00 |
| 2026      | ICU               | Μ71Χ     | All Providers                         |          4050 |           6075.00 |    10125.00 |
| 2026      | ICU               | Ν06Μ     | Groupama Ασφαλιστική                  |         32970 |              0.00 |    32970.00 |
| 2026      | ICU               | Ν06Μ     | All Providers                         |         32970 |              0.00 |    32970.00 |
| 2026      | ICU               | Σ21Α     | Interamerican                         |          2940 |           5880.00 |     8820.00 |
| 2026      | ICU               | Σ21Α     | All Providers                         |          2940 |           5880.00 |     8820.00 |
| 2026      | ICU               | Τ05Α     | Euroins                               |        103570 |              0.00 |   103570.00 |
| 2026      | ICU               | Τ05Α     | All Providers                         |        103570 |              0.00 |   103570.00 |
| 2026      | ICU               | Χ47Α     | Anytime                               |         12140 |              0.00 |    12140.00 |
| 2026      | ICU               | Χ47Α     | All Providers                         |         12140 |              0.00 |    12140.00 |
| 2026      | ICU               | Ω04Μ     | NN Hellas                             |         31250 |          15625.00 |    46875.00 |
| 2026      | ICU               | Ω04Μ     | All Providers                         |         31250 |          15625.00 |    46875.00 |
| 2026      | ICU               | All DRGs | All Providers                         |        466300 |          29577.50 |   495877.50 |
| 2026      | Internal Medicine | W11Α     | Intersalonika                         |          9910 |          19820.00 |    29730.00 |
| 2026      | Internal Medicine | W11Α     | All Providers                         |          9910 |          19820.00 |    29730.00 |
| 2026      | Internal Medicine | Β05Α     | Generali Hellas                       |          4580 |          13740.00 |    18320.00 |
| 2026      | Internal Medicine | Β05Α     | All Providers                         |          4580 |          13740.00 |    18320.00 |
| 2026      | Internal Medicine | Θ22Μ     | Eurolife FFH                          |         13930 |           7960.00 |    21890.00 |
| 2026      | Internal Medicine | Θ22Μ     | All Providers                         |         13930 |           7960.00 |    21890.00 |
| 2026      | Internal Medicine | Κ17Χ     | Groupama Ασφαλιστική                  |         26170 |          52340.00 |    78510.00 |
| 2026      | Internal Medicine | Κ17Χ     | All Providers                         |         26170 |          52340.00 |    78510.00 |
| 2026      | Internal Medicine | Κ38Μ     | AIG Hellas                            |         12840 |              0.00 |    12840.00 |
| 2026      | Internal Medicine | Κ38Μ     | All Providers                         |         12840 |              0.00 |    12840.00 |
| 2026      | Internal Medicine | Μ06Α     | Generali Hellas                       |        199800 |              0.00 |   199800.00 |
| 2026      | Internal Medicine | Μ06Α     | All Providers                         |        199800 |              0.00 |   199800.00 |
| 2026      | Internal Medicine | Μ67Μ     | Euroins                               |         24280 |              0.00 |    24280.00 |
| 2026      | Internal Medicine | Μ67Μ     | All Providers                         |         24280 |              0.00 |    24280.00 |
| 2026      | Internal Medicine | Ν27Μα    | Anytime                               |         25290 |              0.00 |    25290.00 |
| 2026      | Internal Medicine | Ν27Μα    | All Providers                         |         25290 |              0.00 |    25290.00 |
| 2026      | Internal Medicine | Π27Α     | Ατλαντική Ένωση                       |          2650 |           5300.00 |     7950.00 |
| 2026      | Internal Medicine | Π27Α     | All Providers                         |          2650 |           5300.00 |     7950.00 |
| 2026      | Internal Medicine | Π47Μ     | Ergo Ασφαλιστική                      |         11210 |              0.00 |    11210.00 |
| 2026      | Internal Medicine | Π47Μ     | All Providers                         |         11210 |              0.00 |    11210.00 |
| 2026      | Internal Medicine | Χ41Α     | Euroins                               |         30660 |              0.00 |    30660.00 |
| 2026      | Internal Medicine | Χ41Α     | All Providers                         |         30660 |              0.00 |    30660.00 |
| 2026      | Internal Medicine | All DRGs | All Providers                         |        361320 |          99160.00 |   460480.00 |
| 2026      | Microbiology      | S01Χ     | Ergo Ασφαλιστική                      |         13340 |          53360.00 |    66700.00 |
| 2026      | Microbiology      | S01Χ     | All Providers                         |         13340 |          53360.00 |    66700.00 |
| 2026      | Microbiology      | Α24Χ     | Ορίζων Ασφαλιστική                    |          9490 |           7117.50 |    16607.50 |
| 2026      | Microbiology      | Α24Χ     | All Providers                         |          9490 |           7117.50 |    16607.50 |
| 2026      | Microbiology      | Α26Χ     | Intersalonika                         |          6070 |           8093.33 |    14163.33 |
| 2026      | Microbiology      | Α26Χ     | All Providers                         |          6070 |           8093.33 |    14163.33 |
| 2026      | Microbiology      | Α27Χ     | Allianz Hellas                        |          3500 |           3500.00 |     7000.00 |
| 2026      | Microbiology      | Α27Χ     | All Providers                         |          3500 |           3500.00 |     7000.00 |
| 2026      | Microbiology      | Α34Μβ    | Eurolife FFH                          |         13930 |              0.00 |    13930.00 |
| 2026      | Microbiology      | Α34Μβ    | All Providers                         |         13930 |              0.00 |    13930.00 |
| 2026      | Microbiology      | Γ11Α     | Anytime                               |          7290 |           9720.00 |    17010.00 |
| 2026      | Microbiology      | Γ11Α     | All Providers                         |          7290 |           9720.00 |    17010.00 |
| 2026      | Microbiology      | Η23Μ     | Μινέττα Ασφαλιστική                   |         25520 |              0.00 |    25520.00 |
| 2026      | Microbiology      | Η23Μ     | All Providers                         |         25520 |              0.00 |    25520.00 |
| 2026      | Microbiology      | Η42Μ     | Groupama Ασφαλιστική                  |         19380 |              0.00 |    19380.00 |
| 2026      | Microbiology      | Η42Μ     | All Providers                         |         19380 |              0.00 |    19380.00 |
| 2026      | Microbiology      | Θ20Χ     | Prime Insurance                       |          7310 |           4873.33 |    12183.33 |
| 2026      | Microbiology      | Θ20Χ     | All Providers                         |          7310 |           4873.33 |    12183.33 |
| 2026      | Microbiology      | Κ12Μ     | Generali Hellas                       |         54650 |           4968.18 |    59618.18 |
| 2026      | Microbiology      | Κ12Μ     | All Providers                         |         54650 |           4968.18 |    59618.18 |
| 2026      | Microbiology      | Μ04Μ     | Intersalonika                         |         70420 |              0.00 |    70420.00 |
| 2026      | Microbiology      | Μ04Μ     | All Providers                         |         70420 |              0.00 |    70420.00 |
| 2026      | Microbiology      | Μ19Μ     | AIG Hellas                            |         26480 |              0.00 |    26480.00 |
| 2026      | Microbiology      | Μ19Μ     | All Providers                         |         26480 |              0.00 |    26480.00 |
| 2026      | Microbiology      | Ν20Χ     | Ευρωπαϊκή Πίστη                       |         25760 |           7728.00 |    33488.00 |
| 2026      | Microbiology      | Ν20Χ     | All Providers                         |         25760 |           7728.00 |    33488.00 |
| 2026      | Microbiology      | Π01Μ     | Ergo Ασφαλιστική                      |         64890 |              0.00 |    64890.00 |
| 2026      | Microbiology      | Π01Μ     | All Providers                         |         64890 |              0.00 |    64890.00 |
| 2026      | Microbiology      | Π04Μβ    | Euroins                               |         27100 |           9033.33 |    36133.33 |
| 2026      | Microbiology      | Π04Μβ    | All Providers                         |         27100 |           9033.33 |    36133.33 |
| 2026      | Microbiology      | Π05Χ     | Allianz Hellas                        |         13790 |              0.00 |    13790.00 |
| 2026      | Microbiology      | Π05Χ     | All Providers                         |         13790 |              0.00 |    13790.00 |
| 2026      | Microbiology      | Τ25Μα    | Ατλαντική Ένωση                       |         58720 |           7340.00 |    66060.00 |
| 2026      | Microbiology      | Τ25Μα    | All Providers                         |         58720 |           7340.00 |    66060.00 |
| 2026      | Microbiology      | Υ20Μβ    | Personal Insurance                    |         13000 |           6500.00 |    19500.00 |
| 2026      | Microbiology      | Υ20Μβ    | All Providers                         |         13000 |           6500.00 |    19500.00 |
| 2026      | Microbiology      | All DRGs | All Providers                         |        460640 |         122233.67 |   582873.67 |
| 2026      | Neurology         | Α35Μα    | AIG Hellas                            |         15560 |           3890.00 |    19450.00 |
| 2026      | Neurology         | Α35Μα    | All Providers                         |         15560 |           3890.00 |    19450.00 |
| 2026      | Neurology         | Δ08Μ     | Εθνική Ασφαλιστική                    |         22940 |              0.00 |    22940.00 |
| 2026      | Neurology         | Δ08Μ     | All Providers                         |         22940 |              0.00 |    22940.00 |
| 2026      | Neurology         | Ζ03Α     | Interamerican                         |         23120 |              0.00 |    23120.00 |
