+-------------------+------------+------------+---------------+----------------------------------------+----------------------+
| dep_name          | date       | shift_type | staff_type    | subclass_detail                        | required_staff_count |
| Neurology         | 2026-01-04 | noon       | administrator | Έλεγχος ταμείου                        |                    1 |
| Neurology         | 2026-01-04 | noon       | doctor        | Γαστρεντερολογία                       |                    1 |
| Neurology         | 2026-01-04 | noon       | doctor        | Δερματολογία                           |                    1 |
| Neurology         | 2026-01-04 | noon       | doctor        | Ορθοπεδική                             |                    1 |
| Neurology         | 2026-01-04 | noon       | nurse         | nurse                                  |                    4 |
| Neurology         | 2026-01-04 | noon       | nurse         | supervisor                             |                    2 |
| Neurology         | 2026-01-05 | morning    | administrator | Έκδοση εξιτηρίων                       |                    1 |
| Neurology         | 2026-01-05 | morning    | administrator | Έλεγχος ταμείου                        |                    1 |
| Neurology         | 2026-01-05 | morning    | doctor        | Νευρολογία                             |                    1 |
| Neurology         | 2026-01-05 | morning    | doctor        | Πνευμονολογία                          |                    1 |
| Neurology         | 2026-01-05 | morning    | doctor        | Χειρουργική                            |                    1 |
| Neurology         | 2026-01-05 | morning    | nurse         | assistant nurse                        |                    1 |
| Neurology         | 2026-01-05 | morning    | nurse         | nurse                                  |                    3 |
| Neurology         | 2026-01-05 | morning    | nurse         | supervisor                             |                    2 |
| Neurology         | 2026-01-05 | night      | administrator | Διαχείριση κλήσεων                     |                    1 |
| Neurology         | 2026-01-05 | night      | administrator | Κλείσιμο ραντεβού                      |                    1 |
| Neurology         | 2026-01-05 | night      | doctor        | Γυναικολογία                           |                    1 |
| Neurology         | 2026-01-05 | night      | doctor        | Καρδιολογία                            |                    1 |
| Neurology         | 2026-01-05 | night      | doctor        | Χειρουργική                            |                    1 |
| Neurology         | 2026-01-05 | night      | nurse         | nurse                                  |                    1 |
| Neurology         | 2026-01-05 | night      | nurse         | supervisor                             |                    5 |
| Neurology         | 2026-01-05 | noon       | administrator | Έλεγχος ταμείου                        |                    1 |
| Neurology         | 2026-01-05 | noon       | administrator | Κλείσιμο ραντεβού                      |                    1 |
| Neurology         | 2026-01-05 | noon       | doctor        | Δερματολογία                           |                    1 |
| Neurology         | 2026-01-05 | noon       | doctor        | Καρδιολογία                            |                    1 |
| Neurology         | 2026-01-05 | noon       | doctor        | Παθολογία                              |                    1 |
| Neurology         | 2026-01-05 | noon       | nurse         | assistant nurse                        |                    1 |
| Neurology         | 2026-01-05 | noon       | nurse         | nurse                                  |                    2 |
| Neurology         | 2026-01-05 | noon       | nurse         | supervisor                             |                    3 |
| Neurology         | 2026-01-06 | morning    | administrator | Έκδοση τιμολογίων                      |                    1 |
| Neurology         | 2026-01-06 | morning    | administrator | Υποδοχή κοινού                         |                    1 |
| Neurology         | 2026-01-06 | morning    | doctor        | Γαστρεντερολογία                       |                    1 |
| Neurology         | 2026-01-06 | morning    | doctor        | Γυναικολογία                           |                    2 |
| Neurology         | 2026-01-06 | morning    | nurse         | nurse                                  |                    3 |
| Neurology         | 2026-01-06 | morning    | nurse         | supervisor                             |                    3 |
| Neurology         | 2026-01-06 | night      | administrator | Επικοινωνία ΕΟΠΥΥ                      |                    1 |
| Neurology         | 2026-01-06 | night      | administrator | Οργάνωση γραφείου                      |                    1 |
| Neurology         | 2026-01-06 | night      | doctor        | Γαστρεντερολογία                       |                    1 |
| Neurology         | 2026-01-06 | night      | doctor        | Δερματολογία                           |                    1 |
| Neurology         | 2026-01-06 | night      | doctor        | Ορθοπεδική                             |                    1 |
| Neurology         | 2026-01-06 | night      | nurse         | nurse                                  |                    2 |
| Neurology         | 2026-01-06 | night      | nurse         | supervisor                             |                    4 |
| Neurology         | 2026-01-06 | noon       | administrator | Διαχείριση υλικών                      |                    1 |
| Neurology         | 2026-01-06 | noon       | administrator | Έκδοση τιμολογίων                      |                    1 |
| Neurology         | 2026-01-06 | noon       | doctor        | Ακτινολογία                            |                    1 |
| Neurology         | 2026-01-06 | noon       | doctor        | Δερματολογία                           |                    1 |
| Neurology         | 2026-01-06 | noon       | doctor        | Νευρολογία                             |                    1 |
| Neurology         | 2026-01-06 | noon       | nurse         | nurse                                  |                    2 |
| Neurology         | 2026-01-06 | noon       | nurse         | supervisor                             |                    4 |
| Neurology         | 2026-01-07 | morning    | administrator | Έλεγχος εισαγωγών                      |                    1 |
| Neurology         | 2026-01-07 | morning    | administrator | Έλεγχος μισθών                         |                    1 |
| Neurology         | 2026-01-07 | morning    | doctor        | Ακτινολογία                            |                    2 |
| Neurology         | 2026-01-07 | morning    | doctor        | Πνευμονολογία                          |                    1 |
| Neurology         | 2026-01-07 | morning    | nurse         | nurse                                  |                    4 |
| Neurology         | 2026-01-07 | morning    | nurse         | supervisor                             |                    2 |
| Neurology         | 2026-01-07 | night      | administrator | Διαχείριση υλικών                      |                    1 |
| Neurology         | 2026-01-07 | night      | administrator | Κλείσιμο ραντεβού                      |                    1 |
| Neurology         | 2026-01-07 | night      | doctor        | Δερματολογία                           |                    1 |
| Neurology         | 2026-01-07 | night      | doctor        | Καρδιολογία                            |                    1 |
| Neurology         | 2026-01-07 | night      | doctor        | Παθολογία                              |                    1 |
| Neurology         | 2026-01-07 | night      | nurse         | nurse                                  |                    1 |
| Neurology         | 2026-01-07 | night      | nurse         | supervisor                             |                    5 |
| Neurology         | 2026-01-07 | noon       | administrator | Έλεγχος ταμείου                        |                    1 |
| Neurology         | 2026-01-07 | noon       | administrator | Οργάνωση γραφείου                      |                    1 |
| Neurology         | 2026-01-07 | noon       | doctor        | Νευρολογία                             |                    1 |
| Neurology         | 2026-01-07 | noon       | doctor        | Ουρολογία                              |                    1 |
| Neurology         | 2026-01-07 | noon       | doctor        | Πνευμονολογία                          |                    1 |
| Neurology         | 2026-01-07 | noon       | nurse         | assistant nurse                        |                    2 |
| Neurology         | 2026-01-07 | noon       | nurse         | nurse                                  |                    1 |
| Neurology         | 2026-01-07 | noon       | nurse         | supervisor                             |                    3 |
| Neurology         | 2026-01-08 | morning    | administrator | Έλεγχος ταμείου                        |                    2 |
| Neurology         | 2026-01-08 | morning    | doctor        | Γυναικολογία                           |                    1 |
| Neurology         | 2026-01-08 | morning    | doctor        | Καρδιολογία                            |                    1 |
| Neurology         | 2026-01-08 | morning    | doctor        | Χειρουργική                            |                    1 |
| Neurology         | 2026-01-08 | morning    | nurse         | nurse                                  |                    4 |
| Neurology         | 2026-01-08 | morning    | nurse         | supervisor                             |                    2 |
| Neurology         | 2026-01-08 | night      | administrator | Έκδοση εξιτηρίων                       |                    1 |
| Neurology         | 2026-01-08 | night      | administrator | Έλεγχος ταμείου                        |                    1 |
| Neurology         | 2026-01-08 | night      | doctor        | Ακτινολογία                            |                    1 |
| Neurology         | 2026-01-08 | night      | doctor        | Δερματολογία                           |                    1 |
| Neurology         | 2026-01-08 | night      | doctor        | Νευρολογία                             |                    1 |
| Neurology         | 2026-01-08 | night      | nurse         | nurse                                  |                    3 |
| Neurology         | 2026-01-08 | night      | nurse         | supervisor                             |                    3 |
| Neurology         | 2026-01-08 | noon       | administrator | Έκδοση τιμολογίων                      |                    2 |
| Neurology         | 2026-01-08 | noon       | doctor        | Γαστρεντερολογία                       |                    1 |
| Neurology         | 2026-01-08 | noon       | doctor        | Γυναικολογία                           |                    1 |
| Neurology         | 2026-01-08 | noon       | doctor        | Δερματολογία                           |                    1 |
| Neurology         | 2026-01-08 | noon       | nurse         | nurse                                  |                    1 |
| Neurology         | 2026-01-08 | noon       | nurse         | supervisor                             |                    5 |
| Ophthalmology     | 2026-01-01 | morning    | administrator | Έλεγχος ΑΜΚΑ                           |                    1 |
| Ophthalmology     | 2026-01-01 | morning    | administrator | Έλεγχος μισθών                         |                    1 |
| Ophthalmology     | 2026-01-01 | morning    | doctor        | Γαστρεντερολογία                       |                    1 |
| Ophthalmology     | 2026-01-01 | morning    | doctor        | Νευρολογία                             |                    1 |
| Ophthalmology     | 2026-01-01 | morning    | doctor        | Ουρολογία                              |                    1 |
| Ophthalmology     | 2026-01-01 | morning    | nurse         | assistant nurse                        |                    1 |
| Ophthalmology     | 2026-01-01 | morning    | nurse         | nurse                                  |                    1 |
| Ophthalmology     | 2026-01-01 | morning    | nurse         | supervisor                             |                    4 |
| Ophthalmology     | 2026-01-01 | night      | administrator | Έλεγχος ταμείου                        |                    1 |
| Ophthalmology     | 2026-01-01 | night      | administrator | Υποδοχή κοινού                         |                    1 |
| Ophthalmology     | 2026-01-01 | night      | doctor        | Καρδιολογία                            |                    1 |
| Ophthalmology     | 2026-01-01 | night      | doctor        | Πνευμονολογία                          |                    1 |
| Ophthalmology     | 2026-01-01 | night      | doctor        | Ωτορινολαρυγγολογία                    |                    1 |
| Ophthalmology     | 2026-01-01 | night      | nurse         | assistant nurse                        |                    1 |
| Ophthalmology     | 2026-01-01 | night      | nurse         | nurse                                  |                    2 |
| Ophthalmology     | 2026-01-01 | night      | nurse         | supervisor                             |                    3 |
| Ophthalmology     | 2026-01-01 | noon       | administrator | Έκδοση εξιτηρίων                       |                    1 |
| Ophthalmology     | 2026-01-01 | noon       | administrator | Έλεγχος ταμείου                        |                    1 |
| Ophthalmology     | 2026-01-01 | noon       | doctor        | Γαστρεντερολογία                       |                    1 |
| Ophthalmology     | 2026-01-01 | noon       | doctor        | Ορθοπεδική                             |                    1 |
| Ophthalmology     | 2026-01-01 | noon       | doctor        | Ωτορινολαρυγγολογία                    |                    1 |
| Ophthalmology     | 2026-01-01 | noon       | nurse         | nurse                                  |                    5 |
| Ophthalmology     | 2026-01-01 | noon       | nurse         | supervisor                             |                    1 |
| Ophthalmology     | 2026-01-02 | morning    | administrator | Έκδοση τιμολογίων                      |                    1 |
| Ophthalmology     | 2026-01-02 | morning    | administrator | Έλεγχος ΑΜΚΑ                           |                    1 |
| Ophthalmology     | 2026-01-02 | morning    | doctor        | Γαστρεντερολογία                       |                    1 |
| Ophthalmology     | 2026-01-02 | morning    | doctor        | Καρδιολογία                            |                    1 |
| Ophthalmology     | 2026-01-02 | morning    | doctor        | Ωτορινολαρυγγολογία                    |                    1 |
| Ophthalmology     | 2026-01-02 | morning    | nurse         | assistant nurse                        |                    1 |
| Ophthalmology     | 2026-01-02 | morning    | nurse         | nurse                                  |                    4 |
| Ophthalmology     | 2026-01-02 | morning    | nurse         | supervisor                             |                    1 |
| Ophthalmology     | 2026-01-02 | night      | administrator | Έκδοση εξιτηρίων                       |                    1 |
| Ophthalmology     | 2026-01-02 | night      | administrator | Τήρηση αρχείου                         |                    1 |
| Ophthalmology     | 2026-01-02 | night      | doctor        | Γαστρεντερολογία                       |                    1 |
| Ophthalmology     | 2026-01-02 | night      | doctor        | Ουρολογία                              |                    1 |
| Ophthalmology     | 2026-01-02 | night      | doctor        | Παιδιατρική                            |                    1 |
| Ophthalmology     | 2026-01-02 | night      | nurse         | nurse                                  |                    3 |
| Ophthalmology     | 2026-01-02 | night      | nurse         | supervisor                             |                    3 |
| Ophthalmology     | 2026-01-02 | noon       | administrator | Διαχείριση κλήσεων                     |                    1 |
| Ophthalmology     | 2026-01-02 | noon       | administrator | Έλεγχος ταμείου                        |                    1 |
| Ophthalmology     | 2026-01-02 | noon       | doctor        | Αιματολογία                            |                    1 |
| Ophthalmology     | 2026-01-02 | noon       | doctor        | Ακτινολογία                            |                    1 |
| Ophthalmology     | 2026-01-02 | noon       | doctor        | Γαστρεντερολογία                       |                    1 |
| Ophthalmology     | 2026-01-02 | noon       | nurse         | assistant nurse                        |                    2 |
| Ophthalmology     | 2026-01-02 | noon       | nurse         | nurse                                  |                    2 |
| Ophthalmology     | 2026-01-02 | noon       | nurse         | supervisor                             |                    2 |
| Ophthalmology     | 2026-01-03 | morning    | administrator | Διαχείριση κλήσεων                     |                    1 |
| Ophthalmology     | 2026-01-03 | morning    | administrator | Υποδοχή κοινού                         |                    1 |
| Ophthalmology     | 2026-01-03 | morning    | doctor        | Γαστρεντερολογία                       |                    1 |
| Ophthalmology     | 2026-01-03 | morning    | doctor        | Ουρολογία                              |                    1 |
| Ophthalmology     | 2026-01-03 | morning    | doctor        | Ωτορινολαρυγγολογία                    |                    1 |
| Ophthalmology     | 2026-01-03 | morning    | nurse         | assistant nurse                        |                    3 |
| Ophthalmology     | 2026-01-03 | morning    | nurse         | nurse                                  |                    2 |
| Ophthalmology     | 2026-01-03 | morning    | nurse         | supervisor                             |                    1 |
| Ophthalmology     | 2026-01-03 | night      | administrator | Έλεγχος ΑΜΚΑ                           |                    1 |
| Ophthalmology     | 2026-01-03 | night      | administrator | Επικοινωνία ΕΟΠΥΥ                      |                    1 |
| Ophthalmology     | 2026-01-03 | night      | doctor        | Γυναικολογία                           |                    1 |
| Ophthalmology     | 2026-01-03 | night      | doctor        | Ωτορινολαρυγγολογία                    |                    2 |
| Ophthalmology     | 2026-01-03 | night      | nurse         | nurse                                  |                    4 |
| Ophthalmology     | 2026-01-03 | night      | nurse         | supervisor                             |                    2 |
| Ophthalmology     | 2026-01-03 | noon       | administrator | Έλεγχος ταμείου                        |                    1 |
| Ophthalmology     | 2026-01-03 | noon       | administrator | Υποδοχή κοινού                         |                    1 |
| Ophthalmology     | 2026-01-03 | noon       | doctor        | Ακτινολογία                            |                    1 |
| Ophthalmology     | 2026-01-03 | noon       | doctor        | Ορθοπεδική                             |                    1 |
| Ophthalmology     | 2026-01-03 | noon       | doctor        | Ωτορινολαρυγγολογία                    |                    1 |
| Ophthalmology     | 2026-01-03 | noon       | nurse         | nurse                                  |                    2 |
| Ophthalmology     | 2026-01-03 | noon       | nurse         | supervisor                             |                    4 |
| Ophthalmology     | 2026-01-04 | morning    | administrator | Έλεγχος εισαγωγών                      |                    1 |
| Ophthalmology     | 2026-01-04 | morning    | administrator | Υποδοχή κοινού                         |                    1 |
| Ophthalmology     | 2026-01-04 | morning    | doctor        | Καρδιολογία                            |                    1 |
| Ophthalmology     | 2026-01-04 | morning    | doctor        | Πνευμονολογία                          |                    1 |
| Ophthalmology     | 2026-01-04 | morning    | doctor        | Ωτορινολαρυγγολογία                    |                    1 |
| Ophthalmology     | 2026-01-04 | morning    | nurse         | assistant nurse                        |                    2 |
| Ophthalmology     | 2026-01-04 | morning    | nurse         | nurse                                  |                    3 |
| Ophthalmology     | 2026-01-04 | morning    | nurse         | supervisor                             |                    1 |
| Ophthalmology     | 2026-01-04 | night      | administrator | Έλεγχος μισθών                         |                    1 |
| Ophthalmology     | 2026-01-04 | night      | administrator | Έλεγχος ταμείου                        |                    1 |
| Ophthalmology     | 2026-01-04 | night      | doctor        | Αιματολογία                            |                    1 |
| Ophthalmology     | 2026-01-04 | night      | doctor        | Ακτινολογία                            |                    1 |
| Ophthalmology     | 2026-01-04 | night      | doctor        | Ουρολογία                              |                    1 |
| Ophthalmology     | 2026-01-04 | night      | nurse         | assistant nurse                        |                    1 |
| Ophthalmology     | 2026-01-04 | night      | nurse         | nurse                                  |                    5 |
| Ophthalmology     | 2026-01-04 | noon       | administrator | Έλεγχος ΑΜΚΑ                           |                    1 |
| Ophthalmology     | 2026-01-04 | noon       | administrator | Κλείσιμο ραντεβού                      |                    1 |
| Ophthalmology     | 2026-01-04 | noon       | doctor        | Γαστρεντερολογία                       |                    2 |
| Ophthalmology     | 2026-01-04 | noon       | doctor        | Καρδιολογία                            |                    1 |
| Ophthalmology     | 2026-01-04 | noon       | nurse         | assistant nurse                        |                    1 |
| Ophthalmology     | 2026-01-04 | noon       | nurse         | nurse                                  |                    2 |
| Ophthalmology     | 2026-01-04 | noon       | nurse         | supervisor                             |                    3 |
| Ophthalmology     | 2026-01-05 | morning    | administrator | Έκδοση εξιτηρίων                       |                    1 |
| Ophthalmology     | 2026-01-05 | morning    | administrator | Υποδοχή κοινού                         |                    1 |
| Ophthalmology     | 2026-01-05 | morning    | doctor        | Γαστρεντερολογία                       |                    2 |
| Ophthalmology     | 2026-01-05 | morning    | doctor        | Παιδιατρική                            |                    1 |
| Ophthalmology     | 2026-01-05 | morning    | nurse         | assistant nurse                        |                    2 |
| Ophthalmology     | 2026-01-05 | morning    | nurse         | nurse                                  |                    1 |
| Ophthalmology     | 2026-01-05 | morning    | nurse         | supervisor                             |                    3 |
| Ophthalmology     | 2026-01-05 | night      | administrator | Διαχείριση κλήσεων                     |                    1 |
| Ophthalmology     | 2026-01-05 | night      | administrator | Έλεγχος ΑΜΚΑ                           |                    1 |
| Ophthalmology     | 2026-01-05 | night      | doctor        | Ακτινολογία                            |                    1 |
| Ophthalmology     | 2026-01-05 | night      | doctor        | Ωτορινολαρυγγολογία                    |                    2 |
| Ophthalmology     | 2026-01-05 | night      | nurse         | nurse                                  |                    5 |
| Ophthalmology     | 2026-01-05 | night      | nurse         | supervisor                             |                    1 |
| Ophthalmology     | 2026-01-05 | noon       | administrator | Έκδοση τιμολογίων                      |                    1 |
| Ophthalmology     | 2026-01-05 | noon       | administrator | Έλεγχος ταμείου                        |                    1 |
| Ophthalmology     | 2026-01-05 | noon       | doctor        | Ορθοπεδική                             |                    1 |
| Ophthalmology     | 2026-01-05 | noon       | doctor        | Ουρολογία                              |                    1 |
| Ophthalmology     | 2026-01-05 | noon       | doctor        | Ωτορινολαρυγγολογία                    |                    1 |
| Ophthalmology     | 2026-01-05 | noon       | nurse         | assistant nurse                        |                    1 |
| Ophthalmology     | 2026-01-05 | noon       | nurse         | nurse                                  |                    1 |
| Ophthalmology     | 2026-01-05 | noon       | nurse         | supervisor                             |                    4 |
| Ophthalmology     | 2026-01-06 | morning    | administrator | Έκδοση εξιτηρίων                       |                    1 |
| Ophthalmology     | 2026-01-06 | morning    | administrator | Έλεγχος ταμείου                        |                    1 |
| Ophthalmology     | 2026-01-06 | morning    | doctor        | Γυναικολογία                           |                    1 |
| Ophthalmology     | 2026-01-06 | morning    | doctor        | Πνευμονολογία                          |                    1 |
| Ophthalmology     | 2026-01-06 | morning    | doctor        | Ωτορινολαρυγγολογία                    |                    1 |
| Ophthalmology     | 2026-01-06 | morning    | nurse         | assistant nurse                        |                    1 |
| Ophthalmology     | 2026-01-06 | morning    | nurse         | nurse                                  |                    2 |
| Ophthalmology     | 2026-01-06 | morning    | nurse         | supervisor                             |                    3 |
| Ophthalmology     | 2026-01-06 | night      | administrator | Υποδοχή κοινού                         |                    2 |
| Ophthalmology     | 2026-01-06 | night      | doctor        | Αιματολογία                            |                    1 |
| Ophthalmology     | 2026-01-06 | night      | doctor        | Γαστρεντερολογία                       |                    2 |
| Ophthalmology     | 2026-01-06 | night      | nurse         | assistant nurse                        |                    2 |
| Ophthalmology     | 2026-01-06 | night      | nurse         | nurse                                  |                    2 |
| Ophthalmology     | 2026-01-06 | night      | nurse         | supervisor                             |                    2 |
| Ophthalmology     | 2026-01-06 | noon       | administrator | Διαχείριση κλήσεων                     |                    1 |
| Ophthalmology     | 2026-01-06 | noon       | administrator | Τήρηση αρχείου                         |                    1 |
| Ophthalmology     | 2026-01-06 | noon       | doctor        | Γαστρεντερολογία                       |                    1 |
| Ophthalmology     | 2026-01-06 | noon       | doctor        | Καρδιολογία                            |                    1 |
| Ophthalmology     | 2026-01-06 | noon       | doctor        | Ωτορινολαρυγγολογία                    |                    1 |
| Ophthalmology     | 2026-01-06 | noon       | nurse         | assistant nurse                        |                    1 |
| Ophthalmology     | 2026-01-06 | noon       | nurse         | nurse                                  |                    4 |
| Ophthalmology     | 2026-01-06 | noon       | nurse         | supervisor                             |                    1 |
| Ophthalmology     | 2026-01-07 | morning    | administrator | Έλεγχος ΑΜΚΑ                           |                    1 |
| Ophthalmology     | 2026-01-07 | morning    | administrator | Έλεγχος ταμείου                        |                    1 |
| Ophthalmology     | 2026-01-07 | morning    | doctor        | Ακτινολογία                            |                    1 |
| Ophthalmology     | 2026-01-07 | morning    | doctor        | Γαστρεντερολογία                       |                    1 |
| Ophthalmology     | 2026-01-07 | morning    | doctor        | Ουρολογία                              |                    1 |
| Ophthalmology     | 2026-01-07 | morning    | nurse         | nurse                                  |                    3 |
| Ophthalmology     | 2026-01-07 | morning    | nurse         | supervisor                             |                    3 |
| Ophthalmology     | 2026-01-07 | night      | administrator | Κλείσιμο ραντεβού                      |                    1 |
| Ophthalmology     | 2026-01-07 | night      | administrator | Υποδοχή κοινού                         |                    1 |
| Ophthalmology     | 2026-01-07 | night      | doctor        | Ακτινολογία                            |                    1 |
| Ophthalmology     | 2026-01-07 | night      | doctor        | Ορθοπεδική                             |                    1 |
| Ophthalmology     | 2026-01-07 | night      | doctor        | Ουρολογία                              |                    1 |
| Ophthalmology     | 2026-01-07 | night      | nurse         | nurse                                  |                    2 |
| Ophthalmology     | 2026-01-07 | night      | nurse         | supervisor                             |                    4 |
| Ophthalmology     | 2026-01-07 | noon       | administrator | Έλεγχος εισαγωγών                      |                    1 |
| Ophthalmology     | 2026-01-07 | noon       | administrator | Επικοινωνία ΕΟΠΥΥ                      |                    1 |
| Ophthalmology     | 2026-01-07 | noon       | doctor        | Γαστρεντερολογία                       |                    1 |
| Ophthalmology     | 2026-01-07 | noon       | doctor        | Παιδιατρική                            |                    1 |
| Ophthalmology     | 2026-01-07 | noon       | doctor        | Ωτορινολαρυγγολογία                    |                    1 |
| Ophthalmology     | 2026-01-07 | noon       | nurse         | assistant nurse                        |                    3 |
| Ophthalmology     | 2026-01-07 | noon       | nurse         | nurse                                  |                    2 |
| Ophthalmology     | 2026-01-07 | noon       | nurse         | supervisor                             |                    1 |
| Ophthalmology     | 2026-01-08 | morning    | administrator | Έλεγχος ΑΜΚΑ                           |                    1 |
| Ophthalmology     | 2026-01-08 | morning    | administrator | Έλεγχος μισθών                         |                    1 |
| Ophthalmology     | 2026-01-08 | morning    | doctor        | Χειρουργική                            |                    1 |
| Ophthalmology     | 2026-01-08 | morning    | doctor        | Ωτορινολαρυγγολογία                    |                    2 |
| Ophthalmology     | 2026-01-08 | morning    | nurse         | nurse                                  |                    4 |
| Ophthalmology     | 2026-01-08 | morning    | nurse         | supervisor                             |                    2 |
| Ophthalmology     | 2026-01-08 | night      | administrator | Έλεγχος ταμείου                        |                    1 |
| Ophthalmology     | 2026-01-08 | night      | administrator | Υποδοχή κοινού                         |                    1 |
| Ophthalmology     | 2026-01-08 | night      | doctor        | Γαστρεντερολογία                       |                    1 |
| Ophthalmology     | 2026-01-08 | night      | doctor        | Καρδιολογία                            |                    1 |
| Ophthalmology     | 2026-01-08 | night      | doctor        | Ωτορινολαρυγγολογία                    |                    1 |
| Ophthalmology     | 2026-01-08 | night      | nurse         | assistant nurse                        |                    1 |
| Ophthalmology     | 2026-01-08 | night      | nurse         | nurse                                  |                    2 |
| Ophthalmology     | 2026-01-08 | night      | nurse         | supervisor                             |                    3 |
| Ophthalmology     | 2026-01-08 | noon       | administrator | Έκδοση εξιτηρίων                       |                    1 |
| Ophthalmology     | 2026-01-08 | noon       | administrator | Έλεγχος ταμείου                        |                    1 |
| Ophthalmology     | 2026-01-08 | noon       | doctor        | Γυναικολογία                           |                    1 |
| Ophthalmology     | 2026-01-08 | noon       | doctor        | Πνευμονολογία                          |                    1 |
| Ophthalmology     | 2026-01-08 | noon       | doctor        | Ωτορινολαρυγγολογία                    |                    1 |
| Ophthalmology     | 2026-01-08 | noon       | nurse         | assistant nurse                        |                    2 |
| Ophthalmology     | 2026-01-08 | noon       | nurse         | nurse                                  |                    3 |
| Ophthalmology     | 2026-01-08 | noon       | nurse         | supervisor                             |                    1 |
| Orthopedics       | 2026-01-01 | morning    | administrator | Διαχείριση κλήσεων                     |                    1 |
| Orthopedics       | 2026-01-01 | morning    | administrator | Έλεγχος ΑΜΚΑ                           |                    1 |
| Orthopedics       | 2026-01-01 | morning    | doctor        | Γυναικολογία                           |                    1 |
| Orthopedics       | 2026-01-01 | morning    | doctor        | Πνευμονολογία                          |                    1 |
| Orthopedics       | 2026-01-01 | morning    | doctor        | Χειρουργική                            |                    1 |
| Orthopedics       | 2026-01-01 | morning    | nurse         | assistant nurse                        |                    4 |
| Orthopedics       | 2026-01-01 | morning    | nurse         | nurse                                  |                    2 |
| Orthopedics       | 2026-01-01 | night      | administrator | Έκδοση εξιτηρίων                       |                    1 |
| Orthopedics       | 2026-01-01 | night      | administrator | Έλεγχος ταμείου                        |                    1 |
| Orthopedics       | 2026-01-01 | night      | doctor        | Γυναικολογία                           |                    1 |
| Orthopedics       | 2026-01-01 | night      | doctor        | Νεφρολογία                             |                    1 |
| Orthopedics       | 2026-01-01 | night      | doctor        | Παθολογία                              |                    1 |
| Orthopedics       | 2026-01-01 | night      | nurse         | assistant nurse                        |                    2 |
| Orthopedics       | 2026-01-01 | night      | nurse         | nurse                                  |                    2 |
| Orthopedics       | 2026-01-01 | night      | nurse         | supervisor                             |                    2 |
| Orthopedics       | 2026-01-01 | noon       | administrator | Επικοινωνία ΕΟΠΥΥ                      |                    1 |
| Orthopedics       | 2026-01-01 | noon       | administrator | Κλείσιμο ραντεβού                      |                    1 |
| Orthopedics       | 2026-01-01 | noon       | doctor        | Γαστρεντερολογία                       |                    1 |
| Orthopedics       | 2026-01-01 | noon       | doctor        | Ουρολογία                              |                    1 |
| Orthopedics       | 2026-01-01 | noon       | doctor        | Χειρουργική                            |                    1 |
| Orthopedics       | 2026-01-01 | noon       | nurse         | assistant nurse                        |                    4 |
| Orthopedics       | 2026-01-01 | noon       | nurse         | supervisor                             |                    2 |
| Orthopedics       | 2026-01-02 | morning    | administrator | Έλεγχος ΑΜΚΑ                           |                    1 |
| Orthopedics       | 2026-01-02 | morning    | administrator | Παραγγελίες                            |                    1 |
| Orthopedics       | 2026-01-02 | morning    | doctor        | Ενδοκρινολογία                         |                    1 |
| Orthopedics       | 2026-01-02 | morning    | doctor        | Νευρολογία                             |                    1 |
| Orthopedics       | 2026-01-02 | morning    | doctor        | Πνευμονολογία                          |                    1 |
| Orthopedics       | 2026-01-02 | morning    | nurse         | assistant nurse                        |                    3 |
| Orthopedics       | 2026-01-02 | morning    | nurse         | nurse                                  |                    1 |
| Orthopedics       | 2026-01-02 | morning    | nurse         | supervisor                             |                    2 |
| Orthopedics       | 2026-01-02 | night      | administrator | Έκδοση εξιτηρίων                       |                    1 |
| Orthopedics       | 2026-01-02 | night      | administrator | Έλεγχος εγγράφων                       |                    1 |
| Orthopedics       | 2026-01-02 | night      | doctor        | Αιματολογία                            |                    1 |
| Orthopedics       | 2026-01-02 | night      | doctor        | Οφθαλμολογία                           |                    1 |
| Orthopedics       | 2026-01-02 | night      | doctor        | Πνευμονολογία                          |                    1 |
| Orthopedics       | 2026-01-02 | night      | nurse         | assistant nurse                        |                    3 |
| Orthopedics       | 2026-01-02 | night      | nurse         | nurse                                  |                    2 |
| Orthopedics       | 2026-01-02 | night      | nurse         | supervisor                             |                    1 |
| Orthopedics       | 2026-01-02 | noon       | administrator | Αρχειοθέτηση                           |                    1 |
| Orthopedics       | 2026-01-02 | noon       | administrator | Έλεγχος εγγράφων                       |                    1 |
| Orthopedics       | 2026-01-02 | noon       | doctor        | Ακτινολογία                            |                    1 |
| Orthopedics       | 2026-01-02 | noon       | doctor        | Γαστρεντερολογία                       |                    1 |
| Orthopedics       | 2026-01-02 | noon       | doctor        | Χειρουργική                            |                    1 |
| Orthopedics       | 2026-01-02 | noon       | nurse         | assistant nurse                        |                    3 |
| Orthopedics       | 2026-01-02 | noon       | nurse         | nurse                                  |                    1 |
| Orthopedics       | 2026-01-02 | noon       | nurse         | supervisor                             |                    2 |
| Orthopedics       | 2026-01-03 | morning    | administrator | Αρχειοθέτηση                           |                    1 |
| Orthopedics       | 2026-01-03 | morning    | administrator | Υποδοχή κοινού                         |                    1 |
| Orthopedics       | 2026-01-03 | morning    | doctor        | Γυναικολογία                           |                    2 |
| Orthopedics       | 2026-01-03 | morning    | doctor        | Νεφρολογία                             |                    1 |
| Orthopedics       | 2026-01-03 | morning    | nurse         | assistant nurse                        |                    3 |
